,subject,title,content
27,javascript,JS를 TS로 마이그레이션,"스타트업에서 유일한 프론트엔드 개발자로 근무 중인 신입 개발자입니다. 현재 Vue로 개발된 웹 사이트를 React로 마이그레이션 하는 업무를 맡아, 스스로 공부하면서 개발하고 있습니다. 제가 하고 있는 고민은 JavaScript로 개발된 이 웹사이트를, Typescript로 바꿔야할지 결정을 못내리겠다는 것입니다. 기한이 있는 업무이고, 혼자하는 업무이다 보니, 기존의 JS를 그대로 유지하여 개발 시간을 단축할 생각이었습니다. 대신 api 통신하는 코드는 데이터 형식 오류를 사전에 방지하기 위해, 파일을 따로 분리하여 TS로 작성하고 있습니다. 그런데, React로 마이그레이션을 모두 끝낸 이후에 TypeScript로 다시 마이그레이션 하는 작업이 더 복잡하지 않을까 하는 생각이 들었습니다. 그래서 TS를 포기하고 JS로만 구현을 해야할 지, 혹은 JS로 구현을 끝낸 이후에, TS로 점진적으로 마이그레이션을 할지 아니면 지금부터 전부 TS로 바꿔야할지 고민중입니다. Q1. JS를 TS로 점진적으로 마이그레이션 하는 작업이 많이 복잡할까요? Q2. 프론트 개발 인원이 한 명인 회사에 TS 대신 JS로만 개발해도 괜찮을까요?"
28,javascript,소프트웨어관련학과 전공 2학년 질문드립니다. 미리 조언 감사드립니다.,"안녕하십니까 저는 현재 소프트웨어관련학과에 재학중이며 2학년을 마쳤습니다. 일단 저는 대학교에서 처음으로 프로그래밍에 대해서 공부하게 되었습니다. 제가 1,2학년때 배운 것들로는 프로그래밍언어(파이썬, C언어, java) 문법, 파이썬 라이브러리(Pandas, plotlib, numpy)활용, 웹클롤링과 전처리를 통한 빅데이터 분석 팀프로젝트, 이산수학, ai수학(선형대수/최적화) , java를 이용한 안드로이드 모바일 프로그래밍 (위젯, 인텐트 등을 학습), 비주얼테크놀로지의 기반이 되는 영상처리, 컴퓨터비전의 기초 내용( image processing / feature matching / image transform, homography), 소프트웨어공학 입문( 오픈소스소프트웨어, 리눅스 학습) 정도 하였습니다. 대외활동이나 별다른 프로젝트, 블로그, 백준문제풀이등은 하지 않았습니다. 그리고 자료구조와 웹기초(html,css,javascript )관련해서는 2학년때 배우지만 수강신청을 하지 못하여 배우지 못하였으며, 알고리즘은 배우지 않는 것으로 보입니다. 제가 5월 말에 군입영을 준비하고 있는 입장에서 시간이 너무 많이 남았으며 5월까지 전공이나 진로관련하여 아무것도 하지 않고 보내기에는 시간이 너무 아깝다는 생각이 들어서, 뭐라도 해야지 하는 심정으로 현재 자료구조와 웹기초에 대해서 공부를 하고자 하는데요, 자료구조, 알고리즘 공부는 do it자료구조,알고리즘 자바나 다른 책을 이용하거나, 웹기초는 패스트캠퍼스의 '프론트엔드웹 개발의 모든것 초격차 패키지' 강의, java 백엔드는 '시그니처 백엔드 Path 초격차 패키지 Online.'강의를 수강하고자 합니다(사실 강의를 먼저 듣는게 맞는 지는 모르겠는데 이벤트에 혹해서 일단 결제는 했습니다. doit이나 혼공시리즈등의 책으로 먼저 공부한후 강의를 수강하는게 맞을 까요?) 아니면 현재까지 배운것들을 복습하면서 관심이 생기는 부분을 찾는게 맞을까요? 나중에 개발자로서 취업을 하거나 포트폴리오를 작성할때 조금이나마 도움을 받을 수 있는 활동이나 이외에도 개발자가 되기 위한 공부방법, 이 시간을 어떻게 보내면 좋을지 등 여러 의견 남겨주시면 감사하겠습니다. 다른 분들은 혹시 이렇게 남는 시간을 어떻게 보냈는지 궁금하고 남는 시간을 어떻게 하면 조금 더 의미있게 보낼까 고민하다가 혼자 고민하는 것은 너무 답답하다 싶어서 이렇게 질문드립니다....글이 깔끔하지 않은점 죄송합니다..."
29,javascript,개발자의 업무범위에 대해서,"안녕하세요. 작은 중소 솔루션 회사에서 30살이라는 적지 않은 나이에서 2년차 웹 개발자로 일하고 있습니다. 입사 당시 프로그래밍을 독학으로 공부하다보니 Spring이나 웹 MVC패턴이라는 개념도 모른채 그저 servlet과 jsp만으로 제가 만들고 싶은 웹을 다만들어서 jsp 안에 모든 서비스 로직과 화면 렌더링을 주구장창 다때려박으면서 그저 DB와 java 정도만 알고 있던 상태임에도 불구하고 지금의 회사에서 입사하여 입사하자마자 Spring을 공부할 시간을 1달가량 받고 그때부터 제대로 MVC패턴과 Spring 프레임워크를 통해서 간단한 게시판을 만들어낸 것을 이후로 지금은 회사를 다니면서 javascript와 ElasticSearch 등을 많이 접하고 사용하면서 프론트와 백엔드 구분없이 개발을 해왔고 그에 따라서 많은 성장할 수 있었습니다. 이런점에서는 회사에 대해서 정말로 감사하게 생각하고 있습니다. 하지만 8개월쯤부터 아무래도 회사가 성장함에 따라 고객사에 늘어남과 동시 고객지원 및 솔루션 납품 설치 업무를 할일이 많아지게 되었고 자연스럽게 개발업무의 비중이 줄어들고 있습니다. 어떤날은 하루에 1시간도 코드를 못볼 때도 종종있고 한달에 많으면 4~5번을 고객사로 출장을 가게되는게 지금 현상황입니다. 물론 솔루션 납품과 설치를 위해서 리눅스를 알아야하고 회사 제품을 더많이 이해되면서 개발을 진행할 때도 고려하지 못했던 부분들을 고려하게 됨에 따라 생각도 넓어지고 인프라적인 요소들도 많이 알게되어서 배우는 점은 분명하게 있지만서도 계속 이회사를 다닌다고 해서 개발자로 성장할 수 있을까? 라는 고민이 듭니다. 백엔드와 프론트엔드 개발 구분없이 풀스택 개발자 처럼 개발 업무를 진행 해야하는점도 전문성이 결여되는 느낌이 들고 다들 너무나 바쁘다보니 코드 리뷰, 테스트 코드 작성 이런건 전혀이루어지지 않고 회사에서 원하는 화면과 기능 등을 정해진 일정도 없이 고객사 출장이 없으면 없는대로 있으면 있는대로 일정을 알아서 도출해서 완료하고 하는대로 되는대로 이루어지고 있습니다. 백엔드 프론트엔드 구분 없이 개발하거나 코드리뷰나 테스트 코드 이런거는 사실 바라지도 않습니다. 요즘 ChatGPT가 얼마나 좋은가요 제가 작성한 코드에 대해서 ChatGPT를 통해서도 리뷰를 받아볼 수 있고 이러하니 백엔드 프론트엔드 구분없는 것은 오히려 웹개발의 전반적인 과정을 경험할 수 있으니 오히려 좋다고 생각하고 있습니다. 하지만 고객 지원(전화응대, 이메일, 서버 납품및 설치와 정기점검을 위한 출장 및 외근)의 범위가 넓어지고 하다못해 세금계산서 발행 처리와 관련된 문의도 대신 받아서 해당 담당자에게 전달하는 이메일까지도 받습니다. 고객사 출장이 잦아지다보니 어떤날은 1~2시간 코드를 보면 많이 보는날도 종종 생기고 개발업무를 하다가도 전화받고 이메일 확인 때문에 개발자체에 집중하기도 어렵습니다. 개발에만 집중해서 성장하기에도 시간이 부족한데 개발업무는 개발업무대로 주면서 이러한 고객지원업무까지 하려니 회사에 대한 고마움은 사라진지 오래고 정이 떨어졌습니다. 사실 개발업무도 수시로 요구사항이 변하니 원하는 대로 개발해놓고 가져가면 갑자기 말을 바꿔서 다른 방식이나 기능을 언급하면서 일을 2번하게 되는 일도 허다해서 정말 짜증이 너무나서 이제는 제가 알아서 회의가 끝나서 회사의 요구사항을 정리하고 난 뒤 ppt로 화면정의서 같은거를 대충 만들어서 이렇게 개발해서 보여드리면 될까요? 확인받고 진행을 하게 되더군요. 작년만 하더라도 시키지도 않은 일도 아랑서 잘 깔끔하게 하려고하고 회사에 대한 애정이 정말 있었지만 이로인해서인지 몰라도 이제는 출근해서 회의를 하면 기분이 않좋아지고 회의가 하기싫어집니다. 요즘엔 이런식으로 계속 회사를 다니면 개발자로는 물경력이 될 것같다는 생각이 너무나 확고하게 자리잡았습니다. 물론 회사에다가도 이야기는 했습니다. 개발업무외에 고객지원 업무 때문에 개발업무에 집중이 안된다. 고객사나가는 것이 부담스럽다. 첫회사였고 애정이 있던 회사였던지라 섣부르게 퇴사를 고민하는 것이 아닌가라는 생각이 들고 있는데 어떻게 해야할까요?"
30,javascript,신입 고졸 개발자에게 필요한 것이 궁금합니다,"저는 이제 25인 된 고졸 개발자입니다 제가 부족한 부분과 더 배워야하는 것 그리고 제 기술로 취업이 가능한지 궁금합니다 제가 사용가능한 기술은 언어 : JAVA, Python, C, html, Javascript 프레임워크 : Spring, Django, Swing DB : Oracle, Mysql, hibernate, JPA 기타 : Spring Security, OOP, gradle.build(kts), Ajax, Aws, Liunx(centOs7, ubuntu) 위 내용정도 프로젝트에 사용해 보았습니다"
31,javascript,리액트 네이버 광고 스크립트 심는 방법 부탁드립니다.,"열심히 커리어리에 물어가면서 개발을 하고있습니다 사랑해요 ~ 커리어리 ~ 내 사수 ~! 네이버광고에서 페이지 전환 스크립트를 심으려고 하는데 고수님들은 어떻게 적용 하시나요? 전역 스크립트는 index.html에 넣어서 문제가 없지만 페이지 전환마다 전달하는 스크립트는 어떻게 해야 할지 모르겠습니다. javascript addEventListener를 사용해도 안되더라고요 npm으로는 찾아도 안보이고요 다른분들은 naver나 구글 , 페이스북 추적을 어떻게 적용하고 계신가요?? 질문드리는 핵심에 친구는 아래 스크립트입니다. <script type=""text/javascript"" src=""//wcs.naver.net/wcslog.js""></script>"
32,javascript,Node JS 질문드립니다,"안녕하세요. 취미로 코딩하는 중이라 전문적인 교육을 받아본 적이 없습니다먼, 회사가 DX를 강조하는 기조로 코딩을 많이 밀어 붙히고 있어 겸사겸사 코딩 공부를 하고 있는 코린이 입니다. 파이썬은 중,초급정도 실력으로 웹사이트 개발을 혼자 도전하고 있습니다(장고이용, 데브옵스는 회사에서 지원해주는 플랫폼 있음). 웹 개발을 하다보니 자바스크립트와 html css가 필수적이라서 찍먹중인데요. 그 중 js가 나중에도 활용도가 높아보여서 js는 각잡고 공부하려합니다. 듣고 있는 웹사이트 개발 패키지 강의(HTML CSS JS)에서 JS 부분을 보니 바로 nodejs라는 것을 설치하더라구요. 좀 알아보니 프레임워크던데, 질문드립니다. 1. Javascript 기본 지식이 부족한 상황에서 바로 nodejs로 공부를 시작해도 되는건가요? 2. 구축하는 웹사이트가 사내망 api로 데이터를 땡긴 후 해당 데이터를 가공하여 화면에 보여주는 기능+게시판 인데, nodejs를 배우면 얻어가는 이점이 뭐가 있을까요? 3. Python 공부와 비교했을 때 Javascript의 난이도는 어떠한가요? 감사합니다"
33,javascript,직무결정고민과 인턴 시작하기전에 어떤걸 공부하면 좋을지 추천 부탁드립니다!,"9월부터 학점연계인턴을 시작하게 됩니다! 저는 ASP(Application Service Provider) 솔루션 회사에 근무하게 되었습니다. 아직 프론트엔드와 백엔드 직무를 결정하지는 못했고, 관심이 생기는 분야는 모두 공부해보고 있습니다. 직무내용에는 Open API를 활용하여, 대용량 트래픽 처리 시스템과 Headless Commerce 등에 대응할 수 있는 프로젝트를 진행합니다. 해당 프로젝트에 수반되는 프로그램을 개발하고, 사내 연구 인력에 대한 연구 보조를 담당하게 됩니다. 이렇게 적혀있었고, 요구기술에는 - Unix or Linux 시스템의 이해 - PHP or C 언어 - html / css / javascript 기본 지식 - DBMS(RDBMS 실습 및 SQL 언어) - 알고리즘 / 자료구조의 이해 실습생 지도 계획에서는 기본 UNIX, PHP, MYSQL, 웹취약점 등 보안 관련 교육을 진행 과제 수행 후에는, 소스 리뷰 및 추가 개선사항에 따른 추가 과제를 수행 과제 수행에 따라 개발 난이도에 맞는 업무를 분배하여, 업무 적응을 진행 이렇게 적혀있었고, 면접을 볼 당시에는 제가 백엔드 업무를 담당한다고 말씀하셨습니다! 저는 2021-2학기 MVP패턴으로 jsp를 이용한 웹프로젝트(프론트+백엔드) 2022-1학기에는 휴학하고 iOS공부를 하여 프론트엔드 프로젝트를 진행했습니다! 인턴에서 사용하는 라이브러리나, 기술이 정확히 뭔지 몰라서, 우선 스프링 - 김영한 강의를 보며 api 개발 방법을 공부하고 있습니다! 제가 어떤 업무를 하고, 어떤 기술스택을 사용하는지 잘 모르겠어서 어떤 공부를 해야하는지 막막해 질문을 올리게 되었습니다! 나이는 계속 늘어만 가는데 프론트와 백엔드 모두 결정하지 못하고 불안감만 커져가고 있습니다..ㅠㅠ 저는 여자이고, 주변 동기들은 취업한 친구들도 꽤 많이 생기고있습니다 현재 동아리에서 iOS개발에 흥미가 생긴 상황이고 동아리에서 배운 것이 정말 많아 인턴을 하면서 동아리도 같이 할 생각입니다. 인턴을 할때 백엔드 업무를 하게된다면 동아리에서 nodejs를 다루는 백엔드 파트로 지원을 하려고 생각중에 있습니다! 또 마음한편에서는 iOS 파트는 아직 공부를 깊게 하지 못했다는 느낌이 너무 강해, 한기수를 더 iOS파트로 지원해 공부하면서 학교 교내 Spring스터디를 병행할까 고민중입니다. 시니어개발자분들이라면, 동아리에서 사이드프로젝트를 진행할때 어떤 파트로 지원하실지 궁금합니다!"
34,javascript,React에서는 이벤트 버블링이 발생하지 않나요?,"javascript를 배울 때 부모, 자식 컴포넌트가 같은 이벤트를 핸들링하고 자식 컴포넌트의 이벤트가 실행되면 버블링이 발생하는걸로 알고있습니다. ex) p태그를 클릭하면 p -> div -> form으로 alert이 세번 실행됨. <form onclick=""alert('form')"">FORM <div onclick=""alert('div')"">DIV <p onclick=""alert('p')"">P</p> </div> </form> React에서는 왜 이벤트 버블링이 발생하지 않나요? (몇 번 e.stopPropagation으로 막아주긴 했는데 기본적으로는 동작하지 않는 것 같아요) React로 실무를 하고있지만 한번도 이벤트 버블링을 신경쓴적이 없어서 문득 궁금해졌네요."
35,javascript,프론트엔드 부트캠프 어떤 걸 선택해야할까요,"안녕하세요. 현재 4학년 1학기를 마친 26살 대학생입니다. 학교 수업에서 HTML, css, JavaScript를 배우고 난 뒤, 프론트엔드에 관심이 생겨 7월 모집인 프론트엔드 부트캠프에 지원을 하게 되었고, 감사하게도 두 가지 캠프 모두 최종합격을 하게 되었습니다. 엘리스 트랙 react 트랙 https://elice.training/track/react kakao x groom Deep dive 프론트엔드 개발자 과정 https://deepdive.goorm.io/frontend - 둘 중 하나를 선택해야 하는 상황인데, 이에 대한 도움을 받고자 질문 드립니다. 1. 현직자 관점에서 어떤 커리큘럼이 더 나을까요? 2. deep dive에서 진행하는 프로젝트가 조금 독특(?)하던데 (웹 애플리케이션 디버깅 및 최적화, 고객사 대응 프로젝트) 다른 부트캠프에서도 이런 프로젝트를 진행 하나요? 이에 대한 정보가 부족해, 질문 드립니다 🥲"
36,javascript,첫 직장을 php로 다녀도 괜찮을까요?,"현재 java와 spring boot 를 사용하고, 백엔드 개발자 취업 준비중입니다. PHP, MySQL, MongoDB, Laravel, GitLab, Javascript, Jquery를 사용하는 SI 회사에서 전자결제 서비스 개발자로 들어갈 수 있을거 같은데 가서 경력을 쌓는게 좋을까요? 아니면 spring을 사용하는 회사에 지원을 해보는게 좋을까요? 현재, 취업상황이 그리 좋은 편이 아니라서 어떻게 해야할지 고민입니다. (그리고 php보다 java를 더 좋아하고 나중에 교육쪽으로 이직하고 싶은 마음이 있어서 더욱 고민입니다.)"
37,javascript,프론트엔드(FE) 개발 관련 커리큘럼 과목 선택 및 언어 질문,"안녕하세요! 현재 소프트웨어와 디자인 계열 과목을 같이 배우는 과에 재학 중인 대학생입니다. 이제 3학년이 되지만 전과를 했기 때문에 C언어, 파이썬, Unity(아주 조금)와 디자인 기초밖에 배우지 않아 사실상 1학년 과정 정도만 끝냈다고 생각 중인데 당장 다음 학기 시간표 구성을 어떻게 할지 고민이 되어서 글 올려봅니다! 우선 희망 진로는 프론트엔드 및 UI/UX 디자인 계열 (웹보다는 앱 선호)로 생각 중이고 html, css, javascript, react, figma 등의 학습이 필수이지만 학교 커리큘럼에는 잘 구성이 되어있지 않아 독학을 위주로 공부해야 되는 상황입니다. 그래서 학교에서는 다른 언어를 배워야 하는데 지금까지 구성한 시간표에는 자바프로그래밍, 데이터베이스기초(SQL), 객체지향프로그래밍(C++)에 소프트웨어 개론과 디자인 수업 하나가 있는 상태입니다 제가 여쭤보고 싶은 질문은 1. 현재 시간표가 괜찮은 편인지... 더 들어야 하거나 빼야 되는 것 혹은 동시에 수강하면 어려운 과목 조합(ex: C++과 자바 동시 수강)이 있다면 어떤 것인지 2. 제 희망 진로에서 웹프로그래밍과 react 등을 제외하고 Java, C++, Python, 데이터 관련(SQL 등) 중에서 어떤 언어가 가장 필요하고 뭘 중심적으로 준비하면 좋을지 3. 소프트웨어학과 부전공을 하면 저희 과에서는 배울 수 없는 웹프로그래밍(html css javascript), 멀티미디어, 컴퓨터그래픽스, 디자인패턴, 모바일플랫폼 등과 관련된 강의를 수강할 수 있는데 부전공을 하는 게 좋을지 입니다. 아직 잘 모르는 게 많아서 질문의 폭이 넓다고 생각되는데 자세히 설명해주신다면 정말 정말 감사하겠습니다 ㅜㅜ..."
38,javascript,개발공부한지 9개월정도 된 학생입니다,"첫 입문 언어는 Python이었구 부트캠프 수강 후 교육과정의 일원으로 인턴을 하고있습니다. 취업 목표는 서울에 어디든 백엔드 개발자로 취업하고싶어요..! 현재 그나마 잘 다룰 수 있는 기술 및 언어가 몇 되지 않아 고민이 많습니다. 그나마 잘 다룰 수 있는 : selenium, flask, python, pandas 미숙하지만 써본 : JavaScript, React, FastAPI, Django, Tensorflow, scikit-learn, Keras, Java, TypeScript 원래는 4월에 인턴이 종료된다면 교육을 하나 더 들을 생각이었습니다 하지만 혹시나 현재 인턴 중인 일을 할 수 있게 된다면 일을 하는게 나을까요..? 차후에 취업할 때 “교육과정 두 개 수료 이력 vs 교육과정 하나 수료 & 일을 했던 이력” 둘 중 뭐가 나을지 고민이 됩니다 현재 있는 회사 특성상 업무의 강도가 높지 않아 원하는 공부를 하면서 실제 회사 DB나 서버도 건드려볼 수 있을거같아서 고민이 많습니다 이전에 들었던 부트캠프의 경우 AI부트캠프라 데이터 분석 및 머신러닝, 딥러닝의 간단한 모델링 정도만 해본 정도입니다. 근데 머신러닝이나 딥러닝은 또 제 적성에 딱히 맞지는 않는거 같더라구요 근데 요새 또 뜨는 분야다 보니 포기하기도 고민이 되고.. 이래저래 너무 혼란한 요즘입니다 원하는 백엔드 직무로 가야할지 AI를 추가적으로 공부를 하는게 맞는지 백엔드 교육과정을 하나 더 들어야 할지 기회가 된다면 남아서 일을 하는게 맞는지.. 이래저래 너무 횡설수설이라 요약 남기고 가겠습니다 ! 1. 인턴종료 후 일을 할 수 있다는 가정 하에, 일을 하는게 낫다 vs 교육과정을 하나 더 듣는게 낫다 2. AI관련 분야를 계속 파는게 맞다 vs 흥미가 있던 백엔드를 하는게 맞다"
39,javascript,취준을 위한 공부 방향성,"안녕하세요 js, nodejs, express, mysql로 백엔드 개발자 취준중인 1인입니다. 공부 방향성에 대해 궁금해 문의드립니다. 오전/오후에는 인턴십을 진행 중에 있고 집에 와서 혼자 공부하고 있는데 공부 방법은 사람마다 차이가 있겠지만 아직 개발자 공부를 시작한지 얼마 되지 않아서 그런지..공부 방향성에 갈피를 못잡고 이것 저것 다 해보려는 욕심이 생겨 흐지부지 될 것 같아..조언을 구해보려고 합니다. 제가 선택한 언어는 javascript 이며 nodejs 와 express 그리고 mysql (인턴십 회사에서는 mssql) 이용 중. 연말이라 그런지 인턴십 동안 많은 업무가 주어지지 않아 퇴근 후 집에 돌아와서 1. JavaScript 코테 문제 (3~5 문제) 2. MySQL 코테 문제 (2~3 문제) 3. CS 기초 지식 공부 (자료구조,네트워크 등등) 4. JavaScript 강의 시청 및 예제 직접 작성 5. TypeScript 강의 시청 및 예제 직접 작성 6. Node.js 공부 (책 정독 및 정리) 이렇게 약 2주 째 진행하고 있습니다...이렇게 하다보니 이 방법이 좋은것인지 계속 생각하게 되고 여기서 ORM 추가해야되는데, 클론코딩 강좌 하나 추가할까 등..영역만 늘어나고 흐지부지 될것 같아 질문 올려봅니다..공부 방향성을 지금과 같이 유지하는 것이 좋을까요? 아니면 유지 + 추가 또는 저기서 조금 줄이고 하나라도 빨리 어느정도 선까지 공부를 하는게 좋을까요?"
40,javascript,react key error가 생깁니다.,"브라우져에서 원하는 화면대로 잘 나오는데 콘솔창에 아래와 같은 에러가 생깁니다. Warning: Each child in a list should have a unique ""key"" prop. 왜 발생하는 걸까요?? 그리고 해결해야하나요??? import React from 'react'; function Test() { const items = ['hello', 'world', 'hi', 'javascript']; return ( <div> {items.map(item => ( <h1>{item}</h1> ))} </div> ); } export default Test;"
41,javascript,프론트엔드로 커리어를 결정했는데 고민이 있습니다. 조언부탁드립니다.,"안녕하세요. 문과 배경을 가진 신입 개발자입니다. 대학에서 문과를 전공하던 중, 진로에 대한 확신이 서지 않아 6개월 동안 Spring을 중점으로 한 국비 교육을 이수한 후, 100명이 근무하는 IT 회사의 R&D 부서에 입사하게 되었습니다. 이제 한달 조금 넘었네요. 입사 후 첫 주된 업무로는 React Native를 맡게 되었는데, 처음에는 React와 React Native에 대한 경험이 없어 조금 걱정스러웠습니다. 그럼에도 불구하고 실제로 프로젝트를 진행하면서 프론트엔드의 매력을 느꼈습니다. 원래 백엔드를 지망했던 저로서는 예상치 못한 반전이었습니다. 시간이 조금 지나서 프론트엔드로 커리어 방향을 결정했습니다. 현재 회사에서는 기존 React Native 프로젝트의 유지보수 및 다음 프로젝트가 Spring 기반으로 진행될 예정이라고 들었습니다. 이에 따라, 제가 프론트엔드 업무를 지속적으로 볼 수 있을지에 대한 불안감이 생겼습니다. 저의 목표는 2년 내에 대기업으로 이직하는 것입니다. 그렇기 때문에 지금이라도 프론트엔드에 대한 전문성을 높이고 싶습니다. 현재 React와 React Native에 대한 기본적인 지식은 어느 정도 갖추었지만, ES6와 같은 JavaScript의 깊은 이해도는 아직 부족합니다. 이제 어떤 공부를 중점적으로 먼저 해야 할지 고민 중입니다. React에 대한 깊은 이해를 더 해야 할까요? 아니면 ES6를 중점적으로 공부하여 코딩 테스트 준비도 함께 할까요? 조언 부탁드립니다"
42,javascript,javascript 배열합 구하기,"python을 익히고 javascript로 넘어온 코린이 입니다. python은 sum이라는 함수를 이용해서 바로 tuple이나 list의 합을 구할 수 있었는데 javascript는 해당 함수가 없더라고요. 언어마다 지원하는 함수가 다를 수 있다는 것은 알겠으나, 그러면 javascirpt에서는 배열 합을 구하려면 전부 for loop를 이용해서 더해야하나요? 아니면 다른 방법이 있다면 알려주세요!"
43,javascript,javascript in 연산자 질문,"javascript에서 1 in [0, 2] 는 왜 true 인가요? 평소에 파이썬으로 코딩테스트를 보다가 다른 언어도 한번 해볼겸 javascript로 코딩테스트를 연습중입니다. 파이썬에서는 1 in [0, 2] 인 경우 false를 return 하는데.. javascript에서는 true를 반환 하더라구요. 항상 써오던 연산자가 다르게 동작하다니..ㅜㅜ javascript in 연산자에 대해 좀 더 알기 쉽게 설명해주실 수 있나요?"
44,javascript,안녕하세요 국비 교육 4개월차 비전공자입니다,"안녕하세요 국비 교육 4개월차 비전공자 입니다. 답답한 마음에 조언을 구할 곳을 찾다가 이렇게 용기내어 커리어리에 글을 남기게 되었습니다. 국비 과정에서 JAVA, Python, HTML/CSS/JavaScript, 자료구조, React, SpringBoot 등을 배웠고 뒤에 시계열 분석, KNN 등의 AI 모델 관련된 부분도 조금씩 배웠습니다. 문제는 역시 배운것과 할 수 있는 것은 다르다는 점입니다. 저는 이과 출신이긴 하지만 워낙에 수 감각이나 응용력이 부족해서 JAVA나 Python은 아주 기본적인 코딩 테스트 문제(백준 브론즈 수준)을 제외하고는 푸는 것이 쉽지 않았고, 자료구조도 마찬가지로 제게는 너무나 복잡한 내용이었습니다. -- 아직은 제 노력이 부족해서 그런것 같기도 합니다만, 기본적으로 제 적성에 맞지 않는다는 느낌을 지울 수 없었습니다 -- 하지만 프론트 관련된 부분은 수업을 따라갈 수 있었고 나름대로 프로젝트에서 해당 파트를 담당, 주변의 칭찬을 받아가며 제 몫을 해내고 있긴 합니다. 다만 GPT가 없으면 아주 기본적인 화면 짜기 정도 밖에 할 수 없고, GPT나 교재에서 힌트를 얻어야만 서비스를 구현할 수 있는 수준에 머물러 있습니다. -- 이 부분은 확실히 제가 더 노력해야한다고 생각합니다-- 그나마 다행(?)인 점은 과정 중에도 부단히 시간을 아껴가며 개인 공부를 해서 정보처리기사 필기 합격, SQL 개발자 응시(아직 결과가 나오지 않았습니다만 공부 자체는 아주 많이 했습니다), 이에 연달아 웹디자인기능사 필기 준비를 하고 있다는 점입니다. 서론이 길었습니다만, 제가 선배님들께 질문드리고 싶은 점은 다음과 같습니다. 1. 저는 프론트를 지망하고 있고 실제로 페이지를 만들고 서비스를 자바스크립트로 조금이나마 구현할때 큰 기쁨을 느낍니다. 때문에 제가 수강하고 있는 풀스택 과정에서 백과 데이터 관련된 부분은 시간, 역량 부족 등의 여러 이유로 소홀할 수 밖에 없었습니다. 정말로 프론트 개발자를 하고자 한다면 저의 이런 결점들을 보완하지 않아도 될까요? 백과 데이터를 보완할 시간에 프론트를 더 다듬는게 급선무인듯 합니다만, 확신이 들지 않습니다. 2. 국비교육이 마무리 된 후 개인적으로 프론트 공부를 더 많이 하고싶은데, KDT 교육은 5년간 받을 수 없기에 비용을 지불하고서라도 부트 캠프 또는 프로그래머스 강의 등을 수강하려고 합니다. 이때에 제가 가이드맵 삼을 만한 조언을 조금만 부탁드리고 싶습니다. 어떤 강의를 듣는 것이 좋을까요? 키워드를 알려주신다면 제가 검색하여 알아보겠습니다. 3. 저는 대학도 부산대를 나왔고, 국비 과정도 부산대에서 주관하는 프로그램을 듣고 있습니다. 우물 안 개구리 같은 소리로 들리실지는 모르겠지만 취업도 마찬가지로 부산에서 하고 싶은 마음이 큽니다. 프론트 개발자가 부산에서 살아남을 수 있을까요? 사람인이나 원티드를 둘러봤을때에 비교적 일자리 공고가 많지 않았기에 걱정이 됩니다. 긴 글 읽어주셔서 감사합니다. 조언도 꾸중도 달게 받겠습니다. 잠시라도 시간내어 도움 주신다면 진심으로 감사드리겠습니다."
45,javascript,지방 중소기업 취업,"안녕하세요 이제 막 웹개발 온라인 수강을 마치고 취업을 준비하려고 하는 취준생입니다 전공자도 아니고 웹개발 수업도 온라인으로만 들어서 제대로 된 프로젝트도 하나도 없어가지고 지방에 중소기업에 취업하려고 준비중인데 요즘 이야기를 들어보면 개발자로 취업하기가 많이 힘들다고 하는데 그게 수도권 한정적인 이야기인지 지방도 그런건지 궁금해서요 제가 보고 있는 지역은 회사들이 공고를 두달정도씩 똑같은 공고를 올리는데 이게 사람이 안뽑혀서 계속 올리는건지 맘에 드는 사람이 없어서 그런건지는 모르겠으나 이런 회사들이 좀 있더라고요 그래서 이런 곳을 그냥 써봐도 되는건가 싶어가지고요.. 참고로는 저는 백엔드 위주이지만 풀스택 웹개발 수업을 들었었고 JavaScript, jQuery를 통한 퍼블리싱과 jsp와 mysql, spring boot와 oracle을 통해 사이드 프로젝트로 각각 게시판까지는 만들어봤습니다 그리고 3월에 있을 정처기와 SQLD도 준비중에 있고 인프런에서 spring 강의 추가로 듣는중입니다 제가 스펙이 너무 빈약하고 포트폴리오에 제대로 된 프로젝트도 없어서 취업이 될까 싶긴한대 일단 결혼을 준비해야해서 빨리 취업하고 싶은 마음에 공고들만 들여다보며 포트폴리오 준비하고 있습니다ㅜㅜ 마지막으로 지금 눈여겨보고 있는 곳은 jsp와 php를 쓰는 회사이고 주로 대학교나 공공기관 사업 받아서 하는곳이더라고요 근데 php가 옛날 기술이라서 경력에 도움이 안된다고 가지말라는 이야기를 들었었는데 어떤가요..? 급여는 협의 후 2800~3000이라고 되어있습니다(식대, 퇴직금 별도) 혹시 지방에서 취준하시거나 해보신 분들 조언 부탁드리겠습니다 지역은 충북쪽입니다!"
46,javascript,Json [object Object],Javascript에서 dectionary를 json으로 저장했을때 [object Object] 가 나옵니다. 또한 29번줄에서 SyntaxError: Unexpected token: o 라는 에러가 나옵니다.
